MONTH,DAY,Date,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,CANCELLED,CANCELLATION_REASON,ID
1,26,1/26/15,2191,,LGA,DCA,1,B,1262191
1,26,1/26/15,374,N8306H,DEN,BDL,1,B,126374N8306H
1,26,1/26/15,2019,N925DN,LGA,MSP,1,B,1262019N925DN
1,26,1/26/15,2689,N607AT,BOS,LGA,1,B,1262689N607AT
1,26,1/26/15,4602,N11165,XNA,EWR,1,C,1264602N11165
1,26,1/26/15,3349,N523MQ,LGA,LIT,1,B,1263349N523MQ
1,26,1/26/15,691,,LGA,ORD,1,B,126691
1,26,1/26/15,692,,ORD,LGA,1,B,126692
1,26,1/26/15,1262,N563JB,PBI,LGA,1,B,1261262N563JB
1,26,1/26/15,3274,N636MQ,CVG,ORD,1,B,1263274N636MQ
1,26,1/26/15,5679,N14974,ORD,HPN,1,C,1265679N14974
1,26,1/26/15,1881,,PHL,PHX,1,B,1261881
1,26,1/26/15,1883,,PHL,TPA,1,B,1261883
1,26,1/26/15,878,N530VA,DAL,DCA,1,C,126878N530VA
1,26,1/26/15,889,N772SW,DEN,BOS,1,B,126889N772SW
1,26,1/26/15,1537,N279WN,DEN,PHL,1,B,1261537N279WN
1,26,1/26/15,355,N3MBAA,LGA,ORD,1,B,126355N3MBAA
1,26,1/26/15,1096,N3AKAA,BOS,JFK,1,B,1261096N3AKAA
1,26,1/26/15,514,N908DE,ATL,BDL,1,B,126514N908DE
1,26,1/26/15,3271,N13161,CLE,LGA,1,C,1263271N13161
1,26,1/26/15,3060,N900MQ,LSE,ORD,1,B,1263060N900MQ
1,26,1/26/15,1711,,BOS,EWR,1,B,1261711
1,26,1/26/15,2537,N949DL,EWR,ATL,1,B,1262537N949DL
1,26,1/26/15,1754,,CLT,BDL,1,B,1261754
1,26,1/26/15,1825,,PHL,IAH,1,B,1261825
1,26,1/26/15,555,,PHL,SLC,1,B,126555
1,26,1/26/15,589,N8323C,DAL,DCA,1,A,126589N8323C
1,26,1/26/15,1789,N7705A,EWR,BNA,1,B,1261789N7705A
1,26,1/26/15,1029,N3EJAA,DCA,JFK,1,B,1261029N3EJAA
1,26,1/26/15,574,N594JB,TPA,EWR,1,B,126574N594JB
1,26,1/26/15,1013,N632JB,JFK,LGB,1,B,1261013N632JB
1,26,1/26/15,932,N267JB,HOU,BOS,1,B,126932N267JB
1,26,1/26/15,4615,N13965,BNA,EWR,1,C,1264615N13965
1,26,1/26/15,5613,N691CA,PVD,ATL,1,B,1265613N691CA
1,26,1/26/15,1196,,ORD,BOS,1,B,1261196
1,26,1/26/15,4211,N14972,STL,ORD,1,C,1264211N14972
1,26,1/26/15,5678,N17560,EWR,CVG,1,C,1265678N17560
1,26,1/26/15,3035,N663MQ,BWI,ORD,1,B,1263035N663MQ
1,26,1/26/15,576,N206JB,MSY,JFK,1,B,126576N206JB
1,26,1/26/15,472,,ORD,ALB,1,B,126472
1,26,1/26/15,1711,,CLT,EWR,1,B,1261711
1,26,1/26/15,515,N274WN,PHL,MCO,1,B,126515N274WN
1,26,1/26/15,1599,N3BVAA,LGA,MIA,1,B,1261599N3BVAA
1,26,1/26/15,443,N3754A,JFK,SEA,1,B,126443N3754A
1,26,1/26/15,2160,N382DA,JFK,DEN,1,B,1262160N382DA
1,26,1/26/15,1739,N995AT,LGA,MIA,1,B,1261739N995AT
1,26,1/26/15,5505,N708EV,LGA,GSO,1,A,1265505N708EV
1,26,1/26/15,3048,N621MQ,CMI,ORD,1,B,1263048N621MQ
1,26,1/26/15,1420,,EWR,SFO,1,B,1261420
1,26,1/26/15,1207,,ORD,EWR,1,B,1261207
1,26,1/26/15,3244,N621MQ,GRB,ORD,1,B,1263244N621MQ
1,26,1/26/15,3486,N838MQ,LGA,BNA,1,B,1263486N838MQ
1,26,1/26/15,851,,PHL,DEN,1,B,126851
1,26,1/26/15,1823,N427WN,DEN,EWR,1,B,1261823N427WN
1,26,1/26/15,1699,N900WN,DTW,MDW,1,A,1261699N900WN
1,26,1/26/15,3839,N369SW,FLL,PVD,1,B,1263839N369SW
1,26,1/26/15,557,N415WN,PHL,STL,1,B,126557N415WN
1,26,1/26/15,402,N794JB,FLL,JFK,1,B,126402N794JB
1,26,1/26/15,5112,N134EV,PHL,DTW,1,B,1265112N134EV
1,26,1/26/15,3502,N522MQ,LGA,RDU,1,B,1263502N522MQ
1,26,1/26/15,1183,,ORD,PHL,1,B,1261183
1,26,1/26/15,3536,N508MQ,RDU,LGA,1,B,1263536N508MQ
1,26,1/26/15,5593,N718EV,EWR,MSP,1,A,1265593N718EV
1,26,1/26/15,137,N552JB,BDL,MCO,1,B,126137N552JB
1,26,1/26/15,2290,N416WN,EWR,MDW,1,B,1262290N416WN
1,26,1/26/15,1703,N256WN,LGA,ATL,1,B,1261703N256WN
1,26,1/26/15,122,N297WN,LGA,MDW,1,B,126122N297WN
1,26,1/26/15,4652,N459WN,TPA,ALB,1,B,1264652N459WN
1,26,1/26/15,132,N561AA,PHL,DFW,1,B,126132N561AA
1,26,1/26/15,1502,N3JJAA,MIA,EWR,1,B,1261502N3JJAA
1,26,1/26/15,2131,N995AT,LGA,DTW,1,B,1262131N995AT
1,26,1/26/15,2159,N955DL,JFK,MCO,1,B,1262159N955DL
1,26,1/26/15,2549,N3764D,BOS,MSP,1,B,1262549N3764D
1,26,1/26/15,6168,N13908,ORD,ABE,1,C,1266168N13908
1,26,1/26/15,3265,N855MQ,ORF,LGA,1,B,1263265N855MQ
1,26,1/26/15,3382,N517MQ,BNA,LGA,1,B,1263382N517MQ
1,26,1/26/15,1585,N916DL,LGA,MCO,1,B,1261585N916DL
1,26,1/26/15,4372,N21129,DCA,EWR,1,C,1264372N21129
1,26,1/26/15,5203,N614QX,EWR,DTW,1,A,1265203N614QX
1,26,1/26/15,2126,,DCA,BOS,1,B,1262126
1,26,1/26/15,769,N846VA,LGA,DAL,1,C,126769N846VA
1,26,1/26/15,447,N624AG,JFK,LAX,1,B,126447N624AG
1,26,1/26/15,1902,N358NB,PBI,LGA,1,B,1261902N358NB
1,26,1/26/15,222,,ORD,BDL,1,B,126222
1,26,1/26/15,308,,LGA,IAH,1,B,126308
1,26,1/26/15,1446,N236JB,CLT,BOS,1,B,1261446N236JB
1,26,1/26/15,2057,N958AT,JFK,TPA,1,B,1262057N958AT
1,26,1/26/15,669,N558JB,JFK,SJC,1,B,126669N558JB
1,26,1/26/15,1733,N266JB,BTV,JFK,1,B,1261733N266JB
1,26,1/26/15,3605,N630MQ,FWA,ORD,1,B,1263605N630MQ
1,26,1/26/15,71,N766JB,JFK,SLC,1,B,12671N766JB
1,26,1/26/15,504,N957WN,HOU,BOS,1,B,126504N957WN
1,26,1/26/15,1802,N939WN,HOU,LGA,1,B,1261802N939WN
1,26,1/26/15,235,N3KWAA,JFK,SEA,1,B,126235N3KWAA
1,26,1/26/15,1426,N3CCAA,ORD,BOS,1,B,1261426N3CCAA
1,26,1/26/15,356,N309JB,IAD,BOS,1,B,126356N309JB
1,26,1/26/15,523,N934JB,JFK,LAX,1,B,126523N934JB
1,26,1/26/15,1159,N198JB,BOS,PHL,1,B,1261159N198JB
1,26,1/26/15,1290,N529JB,SJU,EWR,1,B,1261290N529JB
1,26,1/26/15,1671,,SFO,ORD,1,B,1261671
1,26,1/26/15,2202,N348JB,JFK,BUF,1,B,1262202N348JB
1,26,1/26/15,1254,,LAX,SFO,1,B,1261254
1,26,1/26/15,4538,N12157,GRR,EWR,1,C,1264538N12157
1,26,1/26/15,324,N8644C,DAL,LGA,1,B,126324N8644C
1,26,1/26/15,1055,N211WN,ATL,MDW,1,A,1261055N211WN
1,26,1/26/15,554,N485WN,LAS,SNA,1,A,126554N485WN
1,26,1/26/15,1625,N5CAAA,MIA,BOS,1,B,1261625N5CAAA
1,26,1/26/15,1106,N524JB,ORD,JFK,1,B,1261106N524JB
1,26,1/26/15,1315,N239JB,JAX,FLL,1,B,1261315N239JB
1,26,1/26/15,2253,N760JB,JFK,PBI,1,B,1262253N760JB
1,26,1/26/15,2701,N296JB,BUF,JFK,1,B,1262701N296JB
1,26,1/26/15,188,N524NK,LGA,MYR,1,B,126188N524NK
1,26,1/26/15,1213,N5EHAA,MCO,DFW,1,A,1261213N5EHAA
1,26,1/26/15,4498,N18114,EWR,MHT,1,C,1264498N18114
1,26,1/26/15,1224,N3BRAA,EWR,DFW,1,B,1261224N3BRAA
1,26,1/26/15,1740,,CLT,LGA,1,B,1261740
1,26,1/26/15,3837,N901WN,TPA,BDL,1,B,1263837N901WN
1,26,1/26/15,1172,,BWI,BDL,1,B,1261172
1,26,1/26/15,21,N799AA,JFK,LAX,1,B,12621N799AA
1,26,1/26/15,352,N3DYAA,ORD,LGA,1,B,126352N3DYAA
1,26,1/26/15,1144,N3CDAA,LGA,DFW,1,B,1261144N3CDAA
1,26,1/26/15,2292,N5FEAA,MIA,JFK,1,B,1262292N5FEAA
1,26,1/26/15,445,N216JB,SWF,MCO,1,B,126445N216JB
1,26,1/26/15,672,N580JB,FLL,LGA,1,B,126672N580JB
1,26,1/26/15,1038,N324JB,AUS,BOS,1,B,1261038N324JB
1,26,1/26/15,1066,N265JB,RSW,BOS,1,B,1261066N265JB
1,26,1/26/15,1367,N306JB,HPN,PBI,1,B,1261367N306JB
1,26,1/26/15,2086,N324US,ATL,LGA,1,B,1262086N324US
1,26,1/26/15,2370,N988DL,LGA,PBI,1,B,1262370N988DL
1,26,1/26/15,2616,N3732J,JFK,SAN,1,B,1262616N3732J
1,26,1/26/15,5405,N371CA,LGA,PIT,1,A,1265405N371CA
1,26,1/26/15,3133,N618MQ,EVV,ORD,1,B,1263133N618MQ
1,26,1/26/15,4216,N14171,EWR,MEM,1,C,1264216N14171
1,26,1/26/15,5367,N716EV,JAX,BOS,1,A,1265367N716EV
1,26,1/26/15,478,N618JB,JAX,JFK,1,B,126478N618JB
1,26,1/26/15,5431,N600QX,GSO,LGA,1,A,1265431N600QX
1,26,1/26/15,1647,,ORD,IAH,1,B,1261647
1,26,1/26/15,359,N3LVAA,LGA,ORD,1,B,126359N3LVAA
1,26,1/26/15,29,N853VA,JFK,SFO,1,C,12629N853VA
1,26,1/26/15,216,N709SW,MCO,ALB,1,B,126216N709SW
1,26,1/26/15,1862,N298WN,MDW,EWR,1,B,1261862N298WN
1,26,1/26/15,804,N260WN,STL,PHL,1,B,126804N260WN
1,26,1/26/15,1170,N3ACAA,DFW,LGA,1,B,1261170N3ACAA
1,26,1/26/15,4159,N13968,BOS,CLE,1,C,1264159N13968
1,26,1/26/15,4414,N16911,MSN,EWR,1,C,1264414N16911
1,26,1/26/15,3435,N853MQ,ORD,HPN,1,B,1263435N853MQ
1,26,1/26/15,3535,N847MQ,JFK,CMH,1,B,1263535N847MQ
1,26,1/26/15,810,,PBI,EWR,1,B,126810
1,26,1/26/15,4382,N12922,EWR,DTW,1,C,1264382N12922
1,26,1/26/15,1384,N307JB,RDU,BOS,1,B,1261384N307JB
1,26,1/26/15,895,,ORD,PHL,1,B,126895
1,26,1/26/15,4292,N474WN,ISP,MCO,1,B,1264292N474WN
1,26,1/26/15,307,N480WN,LGA,STL,1,B,126307N480WN
1,26,1/26/15,4588,N402WN,PHL,MDW,1,B,1264588N402WN
1,26,1/26/15,1572,N3FDAA,DFW,BDL,1,B,1261572N3FDAA
1,26,1/26/15,497,N661JB,BOS,SEA,1,B,126497N661JB
1,26,1/26/15,1116,N779JB,TPA,LGA,1,B,1261116N779JB
1,26,1/26/15,2320,N3771K,JFK,SJU,1,B,1262320N3771K
1,26,1/26/15,2285,N3DNAA,MCO,JFK,1,B,1262285N3DNAA
1,26,1/26/15,4353,N15985,CLE,EWR,1,C,1264353N15985
1,26,1/26/15,135,N662JB,JFK,PHX,1,B,126135N662JB
1,26,1/26/15,101,N519JB,FLL,LAX,1,B,126101N519JB
1,26,1/26/15,543,N793JB,EWR,PBI,1,B,126543N793JB
1,26,1/26/15,711,N508JB,JFK,LAS,1,B,126711N508JB
1,26,1/26/15,2679,N368JB,BOS,EWR,1,B,1262679N368JB
1,26,1/26/15,1192,N919AT,TPA,JFK,1,B,1261192N919AT
1,26,1/26/15,2300,N373NW,LGA,FLL,1,B,1262300N373NW
1,26,1/26/15,2499,N938AT,TPA,LGA,1,B,1262499N938AT
1,26,1/26/15,2608,N998DL,LGA,ATL,1,B,1262608N998DL
1,26,1/26/15,4308,N31131,EWR,SBN,1,C,1264308N31131
1,26,1/26/15,5470,N740EV,BUF,LGA,1,A,1265470N740EV
1,26,1/26/15,3416,N820MQ,LGA,SDF,1,B,1263416N820MQ
1,26,1/26/15,2160,,LGA,BOS,1,B,1262160
1,26,1/26/15,2161,,BOS,LGA,1,B,1262161
1,26,1/26/15,2192,,DCA,LGA,1,B,1262192
1,26,1/26/15,2193,,LGA,DCA,1,B,1262193
1,26,1/26/15,4631,N556WN,ATL,LGA,1,B,1264631N556WN
1,26,1/26/15,595,N756SA,BWI,ALB,1,B,126595N756SA
1,26,1/26/15,940,N458WN,PHX,SAN,1,A,126940N458WN
1,26,1/26/15,1336,N284JB,DTW,BOS,1,B,1261336N284JB
1,26,1/26/15,1968,N323JB,PBI,HPN,1,B,1261968N323JB
1,26,1/26/15,435,N624AG,JFK,SFO,1,B,126435N624AG
1,26,1/26/15,2691,N989AT,BOS,LGA,1,B,1262691N989AT
1,26,1/26/15,2692,N892AT,LGA,BOS,1,B,1262692N892AT
1,26,1/26/15,4368,N14923,GSO,EWR,1,C,1264368N14923
1,26,1/26/15,5337,N615QX,LGA,RIC,1,A,1265337N615QX
1,26,1/26/15,217,,LAX,LAS,1,B,126217
1,26,1/26/15,532,,ORD,LGA,1,B,126532
1,26,1/26/15,612,,EWR,CLE,1,B,126612
1,26,1/26/15,693,,LGA,ORD,1,B,126693
1,26,1/26/15,1433,,IAH,SFO,1,B,1261433
1,26,1/26/15,1187,,EWR,PBI,1,B,1261187
1,26,1/26/15,1560,,IAH,LGA,1,B,1261560
1,26,1/26/15,1480,N3GJAA,CLT,JFK,1,B,1261480N3GJAA
1,26,1/26/15,714,N249JB,DFW,BOS,1,B,126714N249JB
1,26,1/26/15,822,N559JB,PBI,BOS,1,B,126822N559JB
1,26,1/26/15,245,N6713Y,JFK,SLC,1,B,126245N6713Y
1,26,1/26/15,1935,N322NB,LGA,TPA,1,B,1261935N322NB
1,26,1/26/15,2398,N342NB,BOS,JFK,1,B,1262398N342NB
1,26,1/26/15,340,,EWR,FLL,1,B,126340
1,26,1/26/15,1160,,ORD,SFO,1,B,1261160
1,26,1/26/15,2248,N3LXAA,MIA,LGA,1,B,1262248N3LXAA
1,26,1/26/15,1246,,IAH,EWR,1,B,1261246
1,26,1/26/15,1265,N7728D,PVD,MCO,1,B,1261265N7728D
1,26,1/26/15,445,N7749B,CLE,BWI,1,A,126445N7749B
1,26,1/26/15,1355,N3FPAA,BOS,MIA,1,B,1261355N3FPAA
1,26,1/26/15,4361,N16961,EWR,TYS,1,C,1264361N16961
1,26,1/26/15,3236,N526MQ,LGA,ATL,1,B,1263236N526MQ
1,26,1/26/15,3181,N516MQ,LGA,DTW,1,B,1263181N516MQ
1,26,1/26/15,277,,IAH,PHL,1,B,126277
1,26,1/26/15,330,,IAH,BOS,1,B,126330
1,26,1/26/15,4749,N14977,EWR,CLT,1,C,1264749N14977
1,26,1/26/15,1619,,RSW,EWR,1,B,1261619
1,26,1/26/15,1155,,ORD,EWR,1,B,1261155
1,26,1/26/15,1888,,PHL,BOS,1,B,1261888
1,26,1/26/15,2238,N3GEAA,DFW,BOS,1,B,1262238N3GEAA
1,26,1/26/15,225,N566JB,JFK,TPA,1,B,126225N566JB
1,26,1/26/15,1089,N304JB,BOS,DCA,1,B,1261089N304JB
1,26,1/26/15,1686,N193JB,PIT,BOS,1,B,1261686N193JB
1,26,1/26/15,2387,N5FLAA,JFK,MIA,1,B,1262387N5FLAA
1,26,1/26/15,1274,N315NB,MSP,BDL,1,B,1261274N315NB
1,26,1/26/15,1514,N966AT,FLL,LGA,1,B,1261514N966AT
1,26,1/26/15,504,N957DL,ATL,EWR,1,B,126504N957DL
1,26,1/26/15,2094,N955DN,ATL,PHL,1,B,1262094N955DN
1,26,1/26/15,2100,N956DN,ATL,BOS,1,B,1262100N956DN
1,26,1/26/15,5596,N371CA,BOS,RIC,1,B,1265596N371CA
1,26,1/26/15,5807,N16919,CMH,EWR,1,C,1265807N16919
1,26,1/26/15,914,,TPA,TTN,1,B,126914
1,26,1/26/15,1177,,ORD,DEN,1,B,1261177
1,26,1/26/15,1741,,TPA,DCA,1,B,1261741
1,26,1/26/15,1777,,RSW,DCA,1,B,1261777
1,26,1/26/15,1561,N4YAAA,DFW,EWR,1,B,1261561N4YAAA
1,26,1/26/15,1596,N314US,MSP,LGA,1,B,1261596N314US
1,26,1/26/15,1638,N926DL,ATL,DCA,1,B,1261638N926DL
1,26,1/26/15,2577,N995DL,JFK,FLL,1,B,1262577N995DL
1,26,1/26/15,5379,N567SW,LAX,CLD,1,A,1265379N567SW
1,26,1/26/15,698,N706JB,MCO,LGA,1,B,126698N706JB
1,26,1/26/15,1515,N343NB,ATL,ALB,1,B,1261515N343NB
1,26,1/26/15,4091,N13975,IND,EWR,1,C,1264091N13975
1,26,1/26/15,5769,N827AS,LGA,IAD,1,C,1265769N827AS
1,26,1/26/15,4234,N12136,ORD,PVD,1,C,1264234N12136
1,26,1/26/15,1116,,BOS,EWR,1,B,1261116
1,26,1/26/15,687,N658JB,BOS,LAX,1,B,126687N658JB
1,26,1/26/15,1807,,MIA,PHL,1,B,1261807
1,26,1/26/15,2243,N7752B,FLL,PHL,1,B,1262243N7752B
1,26,1/26/15,641,N8656B,MCO,BDL,1,B,126641N8656B
1,26,1/26/15,1856,N7706A,MDW,EWR,1,B,1261856N7706A
1,26,1/26/15,2183,N388SW,BOS,BWI,1,B,1262183N388SW
1,26,1/26/15,176,N613JB,SJU,BDL,1,B,126176N613JB
1,26,1/26/15,1624,N930DN,MSP,PHL,1,B,1261624N930DN
1,26,1/26/15,2924,N530MQ,LGA,STL,1,B,1262924N530MQ
1,26,1/26/15,3003,N637MQ,MSN,ORD,1,B,1263003N637MQ
1,26,1/26/15,1764,,EWR,MCO,1,B,1261764
1,26,1/26/15,4605,N16183,CLE,LGA,1,C,1264605N16183
1,26,1/26/15,426,N775JB,TPA,JFK,1,B,126426N775JB
1,26,1/26/15,3365,N514MQ,DCA,JFK,1,B,1263365N514MQ
1,26,1/26/15,4294,N14993,SDF,EWR,1,C,1264294N14993
1,26,1/26/15,390,,ATL,EWR,1,B,126390
1,26,1/26/15,1895,,TPA,PHL,1,B,1261895
1,26,1/26/15,1918,,BOS,PHL,1,B,1261918
1,26,1/26/15,2011,,PBI,PHL,1,B,1262011
1,26,1/26/15,2022,,FLL,PHL,1,B,1262022
1,26,1/26/15,2128,,DCA,BOS,1,B,1262128
1,26,1/26/15,3497,N726SW,LGA,CAK,1,B,1263497N726SW
1,26,1/26/15,1699,N900WN,MDW,DCA,1,B,1261699N900WN
1,26,1/26/15,3739,N966WN,STL,EWR,1,B,1263739N966WN
1,26,1/26/15,1598,N3HBAA,EWR,MIA,1,B,1261598N3HBAA
1,26,1/26/15,105,N337JB,JFK,ORD,1,B,126105N337JB
1,26,1/26/15,814,N564JB,FLL,HPN,1,B,126814N564JB
1,26,1/26/15,749,N373JB,DCA,TPA,1,B,126749N373JB
1,26,1/26/15,868,N383DN,MSP,BOS,1,B,126868N383DN
1,26,1/26/15,1686,N921DN,LGA,ATL,1,B,1261686N921DN
1,26,1/26/15,2142,N990AT,EWR,ATL,1,B,1262142N990AT
1,26,1/26/15,4188,N16559,EWR,RIC,1,C,1264188N16559
1,26,1/26/15,3471,N526MQ,RDU,LGA,1,B,1263471N526MQ
1,26,1/26/15,395,N507NK,PHL,LAS,1,B,126395N507NK
1,26,1/26/15,803,N589JB,JFK,SJU,1,B,126803N589JB
1,26,1/26/15,4352,N13958,CVG,EWR,1,C,1264352N13958
1,26,1/26/15,2008,,MCO,PHL,1,B,1262008
1,26,1/26/15,945,N385SW,BNA,BWI,1,A,126945N385SW
1,26,1/26/15,149,N3EXAA,ORD,JFK,1,B,126149N3EXAA
1,26,1/26/15,321,N630JB,BOS,PBI,1,A,126321N630JB
1,26,1/26/15,1982,N969AT,MIA,LGA,1,B,1261982N969AT
1,26,1/26/15,2325,N954AT,DTW,EWR,1,B,1262325N954AT
1,26,1/26/15,4191,N14960,EWR,BNA,1,C,1264191N14960
1,26,1/26/15,6049,N12167,EWR,IAD,1,C,1266049N12167
1,26,1/26/15,2496,N924AT,JFK,DTW,1,B,1262496N924AT
1,26,1/26/15,3391,N845MQ,LGA,CMH,1,B,1263391N845MQ
1,26,1/26/15,859,N915WN,MDW,PHL,1,B,126859N915WN
1,26,1/26/15,1320,N469WN,STL,LGA,1,B,1261320N469WN
1,26,1/26/15,3130,N8648A,PBI,ISP,1,B,1263130N8648A
1,26,1/26/15,862,N586JB,SJU,BOS,1,B,126862N586JB
1,26,1/26/15,1271,N656JB,LGA,FLL,1,B,1261271N656JB
1,26,1/26/15,1688,N922DL,MIA,JFK,1,B,1261688N922DL
1,26,1/26/15,4170,N22909,MKE,EWR,1,C,1264170N22909
1,26,1/26/15,779,N633NK,LGA,FLL,1,B,126779N633NK
1,26,1/26/15,161,N705JB,JFK,SMF,1,B,126161N705JB
1,26,1/26/15,849,,ATL,PHL,1,B,126849
1,26,1/26/15,1247,N7710A,IND,BWI,1,A,1261247N7710A
1,26,1/26/15,4290,N8315C,MCO,MHT,1,B,1264290N8315C
1,26,1/26/15,1781,N7748A,MCO,PHL,1,B,1261781N7748A
1,26,1/26/15,312,N5ENAA,MIA,JFK,1,B,126312N5ENAA
1,26,1/26/15,293,N789AA,JFK,LAX,1,B,126293N789AA
1,26,1/26/15,2440,N3AWAA,MIA,BOS,1,B,1262440N3AWAA
1,26,1/26/15,761,N623JB,LGA,PBI,1,B,126761N623JB
1,26,1/26/15,1808,N190JB,IAD,JFK,1,B,1261808N190JB
1,26,1/26/15,1837,N353JB,BOS,DTW,1,B,1261837N353JB
1,26,1/26/15,1096,N910AT,DTW,PVD,1,B,1261096N910AT
1,26,1/26/15,2186,N394DA,ATL,LGA,1,B,1262186N394DA
1,26,1/26/15,4667,N13913,MSP,EWR,1,C,1264667N13913
1,26,1/26/15,3260,N512MQ,LGA,BNA,1,B,1263260N512MQ
1,26,1/26/15,4312,N34110,EWR,DCA,1,C,1264312N34110
1,26,1/26/15,3675,N515MQ,MEM,ORD,1,B,1263675N515MQ
1,26,1/26/15,228,,MIA,EWR,1,B,126228
1,26,1/26/15,1118,N294JB,CLT,JFK,1,B,1261118N294JB
1,26,1/26/15,1186,N328JB,RDU,JFK,1,B,1261186N328JB
1,26,1/26/15,260,N844VA,SFO,LAS,1,C,126260N844VA
1,26,1/26/15,325,N296WN,MCI,BOS,1,B,126325N296WN
1,26,1/26/15,2238,N768SW,STL,BOS,1,B,1262238N768SW
1,26,1/26/15,1102,N3JBAA,MIA,LGA,1,B,1261102N3JBAA
1,26,1/26/15,1483,N3JLAA,LGA,MIA,1,B,1261483N3JLAA
1,26,1/26/15,2264,N3JPAA,DFW,PHL,1,B,1262264N3JPAA
1,26,1/26/15,2070,N351JB,FLL,BOS,1,B,1262070N351JB
1,26,1/26/15,2932,N689MQ,ORD,LSE,1,B,1262932N689MQ
1,26,1/26/15,445,,JFK,LAX,1,B,126445
1,26,1/26/15,1047,,EWR,BOS,1,B,1261047
1,26,1/26/15,1612,N3AXAA,BOS,ORD,1,B,1261612N3AXAA
1,26,1/26/15,3097,N8EGMQ,MSP,ORD,1,B,1263097N8EGMQ
1,26,1/26/15,302,N612JB,FLL,JFK,1,B,126302N612JB
1,26,1/26/15,1730,N184JB,RSW,JFK,1,B,1261730N184JB
1,26,1/26/15,4813,N658SW,MKE,BOS,1,B,1264813N658SW
1,26,1/26/15,163,N788AA,JFK,SFO,1,B,126163N788AA
1,26,1/26/15,363,N3LPAA,LGA,ORD,1,B,126363N3LPAA
1,26,1/26/15,346,N3LRAA,ORD,LGA,1,B,126346N3LRAA
1,26,1/26/15,65,N665JB,JFK,ABQ,1,B,12665N665JB
1,26,1/26/15,328,N729JB,MCO,EWR,1,B,126328N729JB
1,26,1/26/15,1916,N375JB,BUF,BOS,1,B,1261916N375JB
1,26,1/26/15,795,N950DL,MCO,JFK,1,B,126795N950DL
1,26,1/26/15,5096,N723EV,LGA,OMA,1,A,1265096N723EV
1,26,1/26/15,704,N637JB,SJU,JFK,1,B,126704N637JB
1,26,1/26/15,1138,N344NW,DTW,LGA,1,B,1261138N344NW
1,26,1/26/15,1976,N964DL,MCO,LGA,1,B,1261976N964DL
1,26,1/26/15,5615,N398CA,RDU,BDL,1,A,1265615N398CA
1,26,1/26/15,3374,N851MQ,JFK,RDU,1,B,1263374N851MQ
1,26,1/26/15,1112,,FLL,EWR,1,B,1261112
1,26,1/26/15,2129,,BOS,DCA,1,B,1262129
1,26,1/26/15,2162,,LGA,BOS,1,B,1262162
1,26,1/26/15,2163,,BOS,LGA,1,B,1262163
1,26,1/26/15,2194,,DCA,LGA,1,B,1262194
1,26,1/26/15,2195,,LGA,DCA,1,B,1262195
1,26,1/26/15,2396,N3HGAA,DFW,DCA,1,B,1262396N3HGAA
1,26,1/26/15,883,N504JB,JFK,MCO,1,B,126883N504JB
1,26,1/26/15,833,N630JB,BOS,SFO,1,A,126833N630JB
1,26,1/26/15,1090,N258JB,DCA,BOS,1,B,1261090N258JB
1,26,1/26/15,1098,N187JB,DCA,BDL,1,B,1261098N187JB
1,26,1/26/15,1201,N535JB,JFK,FLL,1,B,1261201N535JB
1,26,1/26/15,1147,N931DL,LGA,ATL,1,B,1261147N931DL
1,26,1/26/15,2331,N926DH,LGA,DTW,1,B,1262331N926DH
1,26,1/26/15,2635,N960AT,JFK,BOS,1,B,1262635N960AT
1,26,1/26/15,2693,N986AT,BOS,LGA,1,B,1262693N986AT
1,26,1/26/15,2694,N607AT,LGA,BOS,1,B,1262694N607AT
1,26,1/26/15,4444,N12126,EWR,CMH,1,C,1264444N12126
1,26,1/26/15,1274,,MIA,PHL,1,B,1261274
1,26,1/26/15,3102,N643MQ,DAY,ORD,1,B,1263102N643MQ
1,26,1/26/15,695,,LGA,ORD,1,B,126695
1,26,1/26/15,2242,N8654B,BWI,MHT,1,B,1262242N8654B
1,26,1/26/15,3131,N8639B,BWI,PVD,1,B,1263131N8639B
1,26,1/26/15,288,N3CWAA,ORD,BOS,1,B,126288N3CWAA
1,26,1/26/15,1419,N3JMAA,MIA,BDL,1,B,1261419N3JMAA
1,26,1/26/15,1444,N588JB,PBI,EWR,1,B,1261444N588JB
1,26,1/26/15,2323,N3746H,JFK,LAS,1,B,1262323N3746H
1,26,1/26/15,2659,N937DL,FLL,JFK,1,B,1262659N937DL
1,26,1/26/15,4373,N12552,DCA,EWR,1,C,1264373N12552
1,26,1/26/15,4321,N14125,EWR,MCI,1,C,1264321N14125
1,26,1/26/15,152,N624NK,PBI,ACY,1,B,126152N624NK
1,26,1/26/15,582,N3748Y,DTW,BOS,1,B,126582N3748Y
1,26,1/26/15,710,N587NK,FLL,LGA,1,B,126710N587NK
1,26,1/26/15,1699,,SFO,SAN,1,B,1261699
1,26,1/26/15,1798,,CLT,PHL,1,B,1261798
1,26,1/26/15,3669,N485WN,SNA,LAS,1,A,1263669N485WN
1,26,1/26/15,42,N634SW,PHX,LAS,1,A,12642N634SW
1,26,1/26/15,5038,N738EV,LGA,BHM,1,A,1265038N738EV
1,26,1/26/15,5394,N883AS,DTW,ABE,1,A,1265394N883AS
