MONTH,DAY,DATE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,CANCELLED,CANCELLATION_CODE,ID
1,1,1/1/20,6173,N7831B,PDX,LAS,1,A,116173N7831B
1,1,1/1/20,4433,N488WN,SNA,OAK,1,A,114433N488WN
1,20,1/20/20,423,N209WN,DAL,PHX,1,A,120423N209WN
1,20,1/20/20,1519,N467WN,DAL,SAT,1,A,1201519N467WN
1,30,1/30/20,1845,N741SA,MSY,HOU,1,A,1301845N741SA
1,30,1/30/20,302,N284WN,ONT,PHX,1,A,130302N284WN
1,30,1/30/20,1219,N790SW,PHX,ONT,1,A,1301219N790SW
1,30,1/30/20,850,N253WN,SAN,SFO,1,C,130850N253WN
1,30,1/30/20,1761,N930WN,SFO,LAX,1,A,1301761N930WN
1,30,1/30/20,1777,N933WN,SFO,SAN,1,C,1301777N933WN
1,30,1/30/20,3685,N8559Q,SJU,BWI,1,A,1303685N8559Q
1,30,1/30/20,4535,N553WN,SMF,LAX,1,A,1304535N553WN
1,30,1/30/20,15,N7856A,STL,DAL,1,A,13015N7856A
1,31,1/31/20,1536,N969WN,ATL,BNA,1,A,1311536N969WN
1,31,1/31/20,1197,N913WN,BNA,ATL,1,A,1311197N913WN
1,31,1/31/20,1948,N944WN,BUR,SJC,1,A,1311948N944WN
1,31,1/31/20,667,N757LV,BUR,SMF,1,A,131667N757LV
1,31,1/31/20,1031,N904WN,CMH,BWI,1,A,1311031N904WN
1,31,1/31/20,15,N448WN,DAL,HOU,1,A,13115N448WN
1,31,1/31/20,6454,N410WN,FLL,MCO,1,A,1316454N410WN
1,31,1/31/20,4,N750SA,HOU,DAL,1,A,1314N750SA
1,31,1/31/20,12,N250WN,HOU,DAL,1,A,13112N250WN
1,31,1/31/20,1862,N279WN,LAS,DEN,1,A,1311862N279WN
1,31,1/31/20,1760,N293WN,LAX,SFO,1,C,1311760N293WN
1,31,1/31/20,1778,N569WN,SAN,SFO,1,C,1311778N569WN
1,31,1/31/20,2107,N443WN,SAN,SJC,1,A,1312107N443WN
1,31,1/31/20,1865,N8582Z,SEA,OAK,1,A,1311865N8582Z
1,31,1/31/20,1761,N293WN,SFO,LAX,1,C,1311761N293WN
1,31,1/31/20,1779,N569WN,SFO,SAN,1,C,1311779N569WN
1,31,1/31/20,980,N222WN,SJC,BUR,1,A,131980N222WN
1,31,1/31/20,2006,N226WN,SJC,SAN,1,A,1312006N226WN
1,31,1/31/20,665,N757LV,SMF,BUR,1,A,131665N757LV
1,31,1/31/20,4603,N716SW,SMF,LAS,1,A,1314603N716SW
1,6,1/6/20,1405,N7710A,DAL,AUS,1,A,161405N7710A
1,6,1/6/20,3667,N924WN,DAL,BNA,1,A,163667N924WN
1,6,1/6/20,510,N784SW,DAL,DCA,1,A,16510N784SW
1,6,1/6/20,1,N8322X,DAL,HOU,1,A,161N8322X
1,6,1/6/20,15,N788SA,DAL,HOU,1,A,1615N788SA
1,6,1/6/20,27,N7885A,DAL,HOU,1,A,1627N7885A
1,6,1/6/20,697,N793SA,DCA,ATL,1,A,16697N793SA
1,6,1/6/20,20,N455WN,HOU,DAL,1,A,1620N455WN
1,6,1/6/20,32,N7748A,HOU,DAL,1,A,1632N7748A
1,6,1/6/20,42,N954WN,HOU,DAL,1,A,1642N954WN
1,6,1/6/20,2134,N7889A,LAS,PHX,1,A,162134N7889A
1,6,1/6/20,675,N727SW,LAX,OAK,1,A,16675N727SW
1,6,1/6/20,1481,N8508W,LAX,OAK,1,A,161481N8508W
1,6,1/6/20,1760,N226WN,LAX,SFO,1,A,161760N226WN
1,6,1/6/20,1687,N7705A,MSY,HOU,1,A,161687N7705A
1,6,1/6/20,6602,N486WN,OAK,BUR,1,A,166602N486WN
1,6,1/6/20,676,N727SW,OAK,LAX,1,A,16676N727SW
1,6,1/6/20,1577,N8508W,OAK,LAX,1,A,161577N8508W
1,6,1/6/20,1460,N781WN,OAK,SAN,1,A,161460N781WN
1,6,1/6/20,1813,N718SW,ONT,SFO,1,A,161813N718SW
1,6,1/6/20,1069,N718SW,SFO,BUR,1,A,161069N718SW
1,6,1/6/20,1761,N226WN,SFO,LAX,1,A,161761N226WN
1,6,1/6/20,1879,N221WN,SJC,LAX,1,A,161879N221WN
1,7,1/7/20,4771,N7747C,ATL,DCA,1,B,174771N7747C
1,7,1/7/20,609,N773SA,BDL,BWI,1,B,17609N773SA
1,7,1/7/20,1211,N7821L,BNA,BWI,1,B,171211N7821L
1,7,1/7/20,428,N952WN,BOS,BWI,1,B,17428N952WN
1,7,1/7/20,1833,N762SW,BUR,PHX,1,A,171833N762SW
1,7,1/7/20,2435,N497WN,BUR,SJC,1,A,172435N497WN
1,7,1/7/20,6299,N773SA,BWI,BOS,1,B,176299N773SA
1,7,1/7/20,1532,N707SA,BWI,CLT,1,B,171532N707SA
1,7,1/7/20,609,N7715E,BWI,IND,1,B,17609N7715E
1,7,1/7/20,2470,N918WN,BWI,MCO,1,B,172470N918WN
1,7,1/7/20,5745,N417WN,BWI,MDW,1,B,175745N417WN
1,7,1/7/20,2122,N7732A,BWI,MKE,1,B,172122N7732A
1,7,1/7/20,1297,N415WN,BWI,RDU,1,B,171297N415WN
1,7,1/7/20,2551,N952WN,BWI,RDU,1,B,172551N952WN
1,7,1/7/20,857,N246LV,BWI,TPA,1,B,17857N246LV
1,7,1/7/20,2122,N7732A,CHS,BWI,1,B,172122N7732A
1,7,1/7/20,1707,N918WN,CLT,BWI,1,B,171707N918WN
1,7,1/7/20,152,N8579Z,DAL,DCA,1,B,17152N8579Z
1,7,1/7/20,3,N432WN,DAL,HOU,1,A,173N432WN
1,7,1/7/20,47,N791SW,DAL,HOU,1,A,1747N791SW
1,7,1/7/20,1628,N483WN,DAL,HOU,1,A,171628N483WN
1,7,1/7/20,1557,N211WN,DAL,SAT,1,A,171557N211WN
1,7,1/7/20,152,N8579Z,DCA,ATL,1,B,17152N8579Z
1,7,1/7/20,519,N944WN,DCA,BNA,1,B,17519N944WN
1,7,1/7/20,789,N7818L,DCA,BNA,1,B,17789N7818L
1,7,1/7/20,435,N751SW,DCA,MDW,1,B,17435N751SW
1,7,1/7/20,1173,N558WN,DCA,MDW,1,B,171173N558WN
1,7,1/7/20,853,N7747C,DCA,MSY,1,B,17853N7747C
1,7,1/7/20,373,N296WN,DCA,STL,1,B,17373N296WN
1,7,1/7/20,1195,N427WN,DTW,BWI,1,A,171195N427WN
1,7,1/7/20,35,N270WN,ECP,BNA,1,A,1735N270WN
1,7,1/7/20,6299,N7715E,GRR,BWI,1,B,176299N7715E
1,7,1/7/20,20,N768SW,HOU,DAL,1,A,1720N768SW
1,7,1/7/20,46,N705SW,HOU,DAL,1,A,1746N705SW
1,7,1/7/20,1293,N270WN,MCO,BWI,1,B,171293N270WN
1,7,1/7/20,178,N751SW,MDW,BOS,1,B,17178N751SW
1,7,1/7/20,1626,N296WN,MDW,DCA,1,B,171626N296WN
1,7,1/7/20,1055,N473WN,MDW,OMA,1,B,171055N473WN
1,7,1/7/20,1687,N470WN,MSY,HOU,1,B,171687N470WN
1,7,1/7/20,789,N7818L,OMA,DCA,1,B,17789N7818L
1,7,1/7/20,2037,N444WN,ONT,SMF,1,B,172037N444WN
1,7,1/7/20,2105,N493WN,PHX,BUR,1,A,172105N493WN
1,7,1/7/20,277,N953WN,PIT,BWI,1,B,17277N953WN
1,7,1/7/20,1196,N226WN,RDU,BWI,1,B,171196N226WN
1,7,1/7/20,1566,N781WN,SAN,OAK,1,A,171566N781WN
1,7,1/7/20,1780,N7884G,SAN,SFO,1,A,171780N7884G
1,7,1/7/20,402,N211WN,SAT,DAL,1,A,17402N211WN
1,7,1/7/20,1779,N7884G,SFO,SAN,1,A,171779N7884G
1,7,1/7/20,2024,N404WN,SJC,BUR,1,A,172024N404WN
1,13,1/13/20,971,N795SW,DAL,MSY,1,B,113971N795SW
1,13,1/13/20,626,N709SW,DAL,SAT,1,B,113626N709SW
1,13,1/13/20,1519,N460WN,DAL,SAT,1,B,1131519N460WN
1,13,1/13/20,133,N8624J,DCA,DAL,1,A,113133N8624J
1,13,1/13/20,795,N7831B,DCA,TPA,1,A,113795N7831B
1,13,1/13/20,1437,N8650F,DEN,MSY,1,B,1131437N8650F
1,13,1/13/20,1886,N247WN,DEN,PHX,1,A,1131886N247WN
1,13,1/13/20,1550,N935WN,ELP,SAT,1,B,1131550N935WN
1,13,1/13/20,55,N569WN,HOU,MSY,1,B,11355N569WN
1,13,1/13/20,920,N271LV,HOU,MSY,1,A,113920N271LV
1,13,1/13/20,1841,N229WN,HOU,MSY,1,A,1131841N229WN
1,11,1/11/20,3968,N697AB,DLH,ORD,1,B,1113968N697AB
1,18,1/18/20,3968,N622AE,DLH,ORD,1,B,1183968N622AE
1,18,1/18/20,3968,N622AE,ORD,DLH,1,B,1183968N622AE
1,11,1/11/20,3972,N678AE,ORD,CVG,1,B,1113972N678AE
1,10,1/10/20,3976,N229NN,BRO,DFW,1,B,1103976N229NN
1,27,1/27/20,3976,N263NN,BRO,DFW,1,B,1273976N263NN
1,27,1/27/20,3976,N263NN,DFW,BRO,1,B,1273976N263NN
1,10,1/10/20,3977,N237NN,BRO,DFW,1,B,1103977N237NN
1,11,1/11/20,3978,N931AE,CLE,ORD,1,B,1113978N931AE
1,18,1/18/20,3978,N925AE,CLE,ORD,1,B,1183978N925AE
1,18,1/18/20,3978,N694AE,ORD,CLE,1,B,1183978N694AE
1,17,1/17/20,3980,N611AE,LEX,ORD,1,B,1173980N611AE
1,10,1/10/20,3982,N673AE,DFW,GGG,1,B,1103982N673AE
1,14,1/14/20,3982,N653AE,DFW,GGG,1,B,1143982N653AE
1,11,1/11/20,3983,N673AE,GGG,DFW,1,B,1113983N673AE
1,15,1/15/20,3983,N653AE,GGG,DFW,1,B,1153983N653AE
1,17,1/17/20,3990,N222NS,BUF,ORD,1,C,1173990N222NS
1,14,1/14/20,3992,N846AE,CHO,CLT,1,B,1143992N846AE
1,14,1/14/20,3992,N843AE,CLT,CHO,1,B,1143992N843AE
1,18,1/18/20,3993,N257NN,DFW,CID,1,B,1183993N257NN
1,10,1/10/20,3993,N261NN,DFW,LBB,1,B,1103993N261NN
1,10,1/10/20,3993,N261NN,LBB,DFW,1,B,1103993N261NN
1,17,1/17/20,3994,N925AE,CID,ORD,1,B,1173994N925AE
1,17,1/17/20,3994,N925AE,ORD,CID,1,B,1173994N925AE
1,11,1/11/20,3995,N674RJ,ORD,SCE,1,B,1113995N674RJ
1,11,1/11/20,3995,N931AE,SCE,ORD,1,B,1113995N931AE
1,10,1/10/20,3998,N252NN,CID,DFW,1,B,1103998N252NN
1,20,1/20/20,3998,N289MW,CID,DFW,1,A,1203998N289MW
1,27,1/27/20,3998,N279MQ,CID,DFW,1,B,1273998N279MQ
1,27,1/27/20,3998,N279MQ,DFW,CID,1,B,1273998N279MQ
1,11,1/11/20,3999,N693AE,ORD,CVG,1,B,1113999N693AE
1,4,1/4/20,4001,N844AE,JFK,PHL,1,B,144001N844AE
1,2,1/2/20,4003,N922AE,DFW,LRD,1,A,124003N922AE
1,10,1/10/20,4003,N803AE,DFW,LRD,1,B,1104003N803AE
1,11,1/11/20,4004,N252NN,ORD,RIC,1,B,1114004N252NN
1,11,1/11/20,4004,N252NN,RIC,ORD,1,C,1114004N252NN
1,11,1/11/20,4005,N610AE,ORD,DAY,1,B,1114005N610AE
1,17,1/17/20,4005,N694AE,ORD,DAY,1,B,1174005N694AE
1,10,1/10/20,4007,N835AE,DFW,LAW,1,B,1104007N835AE
1,22,1/22/20,4007,N854AE,DFW,LAW,1,B,1224007N854AE
1,10,1/10/20,4007,N854AE,LAW,DFW,1,B,1104007N854AE
1,22,1/22/20,4007,N854AE,LAW,DFW,1,B,1224007N854AE
1,27,1/27/20,4016,N270NN,DFW,SHV,1,B,1274016N270NN
1,27,1/27/20,4016,N270NN,SHV,DFW,1,B,1274016N270NN
1,22,1/22/20,4017,N844AE,LAW,DFW,1,B,1224017N844AE
1,27,1/27/20,4022,N223NN,COS,DFW,1,B,1274022N223NN
1,27,1/27/20,4022,N223NN,DFW,COS,1,B,1274022N223NN
1,10,1/10/20,4024,N274NN,CRP,DFW,1,B,1104024N274NN
1,10,1/10/20,4024,N278NN,DFW,CRP,1,B,1104024N278NN
1,18,1/18/20,4029,N817AE,JFK,ORF,1,B,1184029N817AE
1,25,1/25/20,4029,N825AE,JFK,ORF,1,C,1254029N825AE
1,18,1/18/20,4029,N837AE,ORF,JFK,1,B,1184029N837AE
1,25,1/25/20,4029,N825AE,ORF,JFK,1,C,1254029N825AE
1,27,1/27/20,4034,N812AE,CRP,DFW,1,B,1274034N812AE
1,27,1/27/20,4034,N812AE,DFW,CRP,1,B,1274034N812AE
1,5,1/5/20,4034,N905JH,JFK,RDU,1,A,154034N905JH
1,16,1/16/20,4035,N822AE,DAY,LGA,1,C,1164035N822AE
1,16,1/16/20,4035,N822AE,LGA,DAY,1,C,1164035N822AE
1,10,1/10/20,4038,N256NN,DFW,SJT,1,B,1104038N256NN
1,4,1/4/20,4039,N844AE,PHL,JFK,1,B,144039N844AE
1,11,1/11/20,4040,N853AE,DSM,ORD,1,B,1114040N853AE
1,17,1/17/20,4040,N694AE,DSM,ORD,1,B,1174040N694AE
1,11,1/11/20,4040,N928AE,ORD,DSM,1,B,1114040N928AE
1,17,1/17/20,4040,N694AE,ORD,DSM,1,B,1174040N694AE
1,11,1/11/20,4041,N616AE,DTW,ORD,1,B,1114041N616AE
1,18,1/18/20,4041,N933JN,DTW,ORD,1,B,1184041N933JN
1,11,1/11/20,4041,N618AE,ORD,DTW,1,B,1114041N618AE
1,18,1/18/20,4041,N933JN,ORD,DTW,1,B,1184041N933JN
1,11,1/11/20,4042,N689EC,DTW,ORD,1,B,1114042N689EC
1,17,1/17/20,4042,N613AE,DTW,ORD,1,B,1174042N613AE
1,11,1/11/20,4042,N668HH,ORD,DTW,1,B,1114042N668HH
1,10,1/10/20,4043,N240NN,CVG,DFW,1,B,1104043N240NN
1,11,1/11/20,4045,N909AE,DBQ,ORD,1,B,1114045N909AE
1,17,1/17/20,4045,N821AE,DBQ,ORD,1,B,1174045N821AE
1,18,1/18/20,4045,N685AE,DBQ,ORD,1,B,1184045N685AE
1,17,1/17/20,4045,N821AE,ORD,DBQ,1,B,1174045N821AE
1,18,1/18/20,4045,N685AE,ORD,DBQ,1,B,1184045N685AE
1,11,1/11/20,4047,N265NN,EWR,ORD,1,B,1114047N265NN
1,11,1/11/20,4048,N238NN,ORD,MDT,1,B,1114048N238NN
1,11,1/11/20,4049,N264NN,ORD,ROC,1,B,1114049N264NN
1,17,1/17/20,4049,N272NN,ORD,ROC,1,C,1174049N272NN
1,11,1/11/20,4052,N908AE,ABE,ORD,1,B,1114052N908AE
1,11,1/11/20,4052,N908AE,ORD,ABE,1,B,1114052N908AE
1,17,1/17/20,4054,N902BC,FAR,ORD,1,B,1174054N902BC
1,17,1/17/20,4054,N681AE,ORD,FAR,1,B,1174054N681AE
1,18,1/18/20,4054,N661JA,ORD,FAR,1,B,1184054N661JA
1,10,1/10/20,4057,N803AE,DFW,SGF,1,B,1104057N803AE
1,3,1/3/20,4058,N840AE,CLL,DFW,1,B,134058N840AE
1,3,1/3/20,4058,N840AE,DFW,CLL,1,B,134058N840AE
1,11,1/11/20,4059,N615AE,FNT,ORD,1,B,1114059N615AE
1,11,1/11/20,4059,N922AE,ORD,FNT,1,B,1114059N922AE
1,27,1/27/20,4060,N923AE,DFW,FSM,1,B,1274060N923AE
1,27,1/27/20,4060,N923AE,FSM,DFW,1,B,1274060N923AE
1,11,1/11/20,4063,N837AE,TYR,DFW,1,B,1114063N837AE
1,11,1/11/20,4065,N229NN,MTJ,ORD,1,B,1114065N229NN
1,11,1/11/20,4069,N693AE,ORD,PIA,1,B,1114069N693AE
1,11,1/11/20,4069,N693AE,PIA,ORD,1,B,1114069N693AE
1,10,1/10/20,4071,N235NN,DFW,LIT,1,B,1104071N235NN
1,18,1/18/20,4074,N694AE,DAY,ORD,1,B,1184074N694AE
1,10,1/10/20,4075,N837AE,GCK,DFW,1,B,1104075N837AE
1,19,1/19/20,4080,N817AE,CLE,LGA,1,B,1194080N817AE
1,19,1/19/20,4080,N817AE,LGA,CLE,1,B,1194080N817AE
1,12,1/12/20,4083,N822AE,SGF,CLT,1,B,1124083N822AE
1,10,1/10/20,4084,N831AE,DFW,GPT,1,B,1104084N831AE
1,10,1/10/20,4084,N815AE,GPT,DFW,1,B,1104084N815AE
1,11,1/11/20,4085,N908AE,ALO,ORD,1,B,1114085N908AE
1,11,1/11/20,4086,N941LT,ORD,SDF,1,B,1114086N941LT
1,17,1/17/20,4086,N942LL,ORD,SDF,1,B,1174086N942LL
1,11,1/11/20,4087,N661JA,GRB,ORD,1,B,1114087N661JA
1,17,1/17/20,4087,N668HH,GRB,ORD,1,B,1174087N668HH
1,11,1/11/20,4087,N661JA,ORD,GRB,1,B,1114087N661JA
1,17,1/17/20,4087,N684JW,ORD,GRB,1,B,1174087N684JW
1,18,1/18/20,4090,N908AE,PIA,ORD,1,B,1184090N908AE
1,11,1/11/20,4091,N689EC,ORD,PIA,1,B,1114091N689EC
1,17,1/17/20,4091,N908AE,ORD,PIA,1,B,1174091N908AE
1,11,1/11/20,4092,N615AE,DSM,ORD,1,B,1114092N615AE
1,11,1/11/20,4092,N610AE,ORD,DSM,1,B,1114092N610AE
1,3,1/3/20,4094,N270NN,CVG,ORD,1,A,134094N270NN
1,18,1/18/20,4094,N223NN,CVG,ORD,1,C,1184094N223NN
1,3,1/3/20,4097,N809AE,TXK,DFW,1,B,134097N809AE
1,11,1/11/20,4097,N804AE,TXK,DFW,1,B,1114097N804AE
1,11,1/11/20,4100,N246NN,DCA,ORD,1,B,1114100N246NN
1,11,1/11/20,4101,N941LT,GRB,ORD,1,B,1114101N941LT
1,18,1/18/20,4101,N935AE,GRB,ORD,1,B,1184101N935AE
1,11,1/11/20,4101,N610AE,ORD,GRB,1,B,1114101N610AE
1,18,1/18/20,4101,N935AE,ORD,GRB,1,B,1184101N935AE
1,11,1/11/20,4102,N618AE,ORD,SDF,1,B,1114102N618AE
1,11,1/11/20,4104,N610AE,CID,ORD,1,B,1114104N610AE
1,17,1/17/20,4104,N908AE,CID,ORD,1,B,1174104N908AE
1,18,1/18/20,4104,N616AE,CID,ORD,1,B,1184104N616AE
1,17,1/17/20,4105,N258NN,ORD,XNA,1,C,1174105N258NN
1,10,1/10/20,4106,N804AE,DFW,GRI,1,B,1104106N804AE
1,10,1/10/20,4106,N800AE,GRI,DFW,1,B,1104106N800AE
1,18,1/18/20,4107,N696AE,DBQ,ORD,1,B,1184107N696AE
1,10,1/10/20,4108,N923AE,DFW,GRK,1,B,1104108N923AE
1,10,1/10/20,4108,N923AE,GRK,DFW,1,B,1104108N923AE
1,13,1/13/20,4109,N900AE,MIA,PNS,1,B,1134109N900AE
1,17,1/17/20,4110,N611AE,ORD,MLI,1,B,1174110N611AE
1,25,1/25/20,4111,N826AE,CMI,CLT,1,B,1254111N826AE
1,18,1/18/20,4113,N610AE,FSD,ORD,1,B,1184113N610AE
1,19,1/19/20,4113,N607AE,FSD,ORD,1,B,1194113N607AE
1,11,1/11/20,4114,N909AE,FSD,ORD,1,B,1114114N909AE
1,17,1/17/20,4114,N826AE,FSD,ORD,1,B,1174114N826AE
1,18,1/18/20,4114,N615AE,FSD,ORD,1,B,1184114N615AE
1,17,1/17/20,4114,N623AE,ORD,FSD,1,B,1174114N623AE
1,18,1/18/20,4114,N615AE,ORD,FSD,1,B,1184114N615AE
1,27,1/27/20,4117,N852AE,DFW,HOU,1,B,1274117N852AE
1,27,1/27/20,4117,N852AE,HOU,DFW,1,B,1274117N852AE
1,24,1/24/20,4118,N858AE,CLT,CMI,1,B,1244118N858AE
1,10,1/10/20,4120,N855AE,HOU,DFW,1,B,1104120N855AE
1,10,1/10/20,4123,N854AE,DFW,HOU,1,B,1104123N854AE
1,27,1/27/20,4123,N801AE,DFW,HOU,1,B,1274123N801AE
1,10,1/10/20,4123,N845AE,HOU,DFW,1,B,1104123N845AE
1,27,1/27/20,4123,N801AE,HOU,DFW,1,B,1274123N801AE
1,21,1/21/20,4124,N842AE,DFW,GRI,1,B,1214124N842AE
1,11,1/11/20,4126,N271NN,ORD,FAR,1,B,1114126N271NN
1,17,1/17/20,4126,N282NN,ORD,FAR,1,B,1174126N282NN
1,18,1/18/20,4126,N261NN,ORD,FAR,1,B,1184126N261NN
1,11,1/11/20,4129,N687JS,SGF,ORD,1,B,1114129N687JS
1,17,1/17/20,4130,N694AE,LSE,ORD,1,B,1174130N694AE
1,11,1/11/20,4131,N928AE,HSV,ORD,1,B,1114131N928AE
1,11,1/11/20,4131,N675AE,ORD,HSV,1,B,1114131N675AE
1,19,1/19/20,4133,N259NN,CID,DFW,1,B,1194133N259NN
1,11,1/11/20,4135,N846AE,CLT,FNT,1,B,1114135N846AE
1,11,1/11/20,4135,N846AE,FNT,CLT,1,B,1114135N846AE
1,12,1/12/20,4135,N834AE,FNT,CLT,1,A,1124135N834AE
1,11,1/11/20,4136,N693AE,ORD,DLH,1,B,1114136N693AE
1,17,1/17/20,4136,N623AE,ORD,DLH,1,B,1174136N623AE
1,11,1/11/20,4137,N261NN,IAH,ORD,1,B,1114137N261NN
1,11,1/11/20,4137,N261NN,ORD,IAH,1,B,1114137N261NN
1,17,1/17/20,4140,N826AE,MLI,ORD,1,B,1174140N826AE
1,17,1/17/20,4144,N287NN,ORD,MDT,1,B,1174144N287NN
1,10,1/10/20,4146,N286NN,DFW,ICT,1,B,1104146N286NN
1,10,1/10/20,4146,N286NN,ICT,DFW,1,B,1104146N286NN
1,17,1/17/20,4147,N223NN,IND,ORD,1,C,1174147N223NN
1,11,1/11/20,4147,N266NN,ORD,IND,1,B,1114147N266NN
1,17,1/17/20,4147,N223NN,ORD,IND,1,C,1174147N223NN
1,19,1/19/20,4148,N687JS,JAX,MIA,1,A,1194148N687JS
1,19,1/19/20,4148,N616AE,MIA,JAX,1,A,1194148N616AE
1,10,1/10/20,4149,N248NN,DFW,JLN,1,B,1104149N248NN
1,11,1/11/20,4149,N232NN,DFW,JLN,1,B,1114149N232NN
1,10,1/10/20,4149,N248NN,JLN,DFW,1,B,1104149N248NN
1,13,1/13/20,4150,N923AE,LFT,DFW,1,B,1134150N923AE
1,11,1/11/20,4151,N607AE,LSE,ORD,1,B,1114151N607AE
1,11,1/11/20,4151,N607AE,ORD,LSE,1,B,1114151N607AE
1,20,1/20/20,4153,N849AE,CLT,LYH,1,A,1204153N849AE
1,20,1/20/20,4153,N835AE,LYH,CLT,1,A,1204153N835AE
1,10,1/10/20,4154,N275NN,MCI,ORD,1,B,1104154N275NN
1,11,1/11/20,4154,N243NN,MCI,ORD,1,B,1114154N243NN
1,17,1/17/20,4154,N280NN,MCI,ORD,1,C,1174154N280NN
1,10,1/10/20,4154,N238NN,ORD,MCI,1,B,1104154N238NN
1,11,1/11/20,4154,N243NN,ORD,MCI,1,B,1114154N243NN
1,17,1/17/20,4155,N252NN,DFW,MCI,1,B,1174155N252NN
1,17,1/17/20,4155,N252NN,MCI,DFW,1,B,1174155N252NN
1,11,1/11/20,4156,N905JH,MEM,MIA,1,B,1114156N905JH
1,11,1/11/20,4156,N905JH,MIA,MEM,1,B,1114156N905JH
1,27,1/27/20,4159,N245NN,DFW,MFE,1,B,1274159N245NN
1,27,1/27/20,4159,N245NN,MFE,DFW,1,B,1274159N245NN
1,11,1/11/20,4162,N266NN,MSP,ORD,1,B,1114162N266NN
1,17,1/17/20,4163,N222NS,MSP,ORD,1,C,1174163N222NS
1,11,1/11/20,4163,N266NN,ORD,MSP,1,B,1114163N266NN
1,11,1/11/20,4164,N265NN,MSP,ORD,1,B,1114164N265NN
1,11,1/11/20,4167,N694AE,HSV,ORD,1,B,1114167N694AE
1,27,1/27/20,4168,N274NN,DFW,OMA,1,B,1274168N274NN
1,18,1/18/20,4168,N252NN,OMA,DFW,1,A,1184168N252NN
1,27,1/27/20,4168,N274NN,OMA,DFW,1,B,1274168N274NN
1,11,1/11/20,4170,N661JA,OMA,ORD,1,B,1114170N661JA
1,21,1/21/20,4171,N276NN,SHV,DFW,1,A,1214171N276NN
1,24,1/24/20,4173,N687JS,ORD,PIA,1,B,1244173N687JS
1,17,1/17/20,4175,N243NN,ORD,PIT,1,C,1174175N243NN
1,17,1/17/20,4175,N243NN,PIT,ORD,1,C,1174175N243NN
1,10,1/10/20,4176,N835AE,DFW,SHV,1,B,1104176N835AE
1,17,1/17/20,4179,N233NN,RDU,ORD,1,A,1174179N233NN
1,11,1/11/20,4181,N670AE,ORD,RST,1,B,1114181N670AE
1,18,1/18/20,4181,N661JA,ORD,RST,1,B,1184181N661JA
1,11,1/11/20,4181,N928AE,RST,ORD,1,B,1114181N928AE
1,18,1/18/20,4181,N661JA,RST,ORD,1,B,1184181N661JA
1,17,1/17/20,4182,N932AE,DFW,SGF,1,B,1174182N932AE
1,27,1/27/20,4182,N688AE,DFW,SGF,1,B,1274182N688AE
1,17,1/17/20,4182,N688AE,SGF,DFW,1,B,1174182N688AE
1,27,1/27/20,4182,N675AE,SGF,DFW,1,B,1274182N675AE
1,10,1/10/20,4183,N226NN,DFW,SHV,1,B,1104183N226NN
1,10,1/10/20,4183,N229NN,SHV,DFW,1,B,1104183N229NN
1,10,1/10/20,4185,N822AE,SHV,DFW,1,B,1104185N822AE
1,17,1/17/20,4185,N808AE,SHV,DFW,1,A,1174185N808AE
1,10,1/10/20,4186,N673AE,SPI,DFW,1,B,1104186N673AE
1,17,1/17/20,4187,N678AE,ORD,SUX,1,B,1174187N678AE
1,17,1/17/20,4187,N678AE,SUX,ORD,1,B,1174187N678AE
1,4,1/4/20,4188,N845AE,FWA,ORD,1,D,144188N845AE
1,4,1/4/20,4188,N845AE,ORD,FWA,1,D,144188N845AE
1,10,1/10/20,4188,N234JW,TLH,DFW,1,B,1104188N234JW
1,10,1/10/20,4190,N274NN,XNA,DFW,1,B,1104190N274NN
1,11,1/11/20,4193,N941LT,SDF,ORD,1,B,1114193N941LT
1,17,1/17/20,4193,N939AE,SDF,ORD,1,B,1174193N939AE
1,14,1/14/20,4195,N267NN,BTR,DFW,1,B,1144195N267NN
1,2,1/2/20,4195,N831AE,DFW,GPT,1,B,124195N831AE
1,2,1/2/20,4195,N831AE,GPT,DFW,1,B,124195N831AE
1,17,1/17/20,4197,N272NN,CMH,ORD,1,C,1174197N272NN
1,17,1/17/20,4201,N281NN,MDT,ORD,1,B,1174201N281NN
1,10,1/10/20,4202,N234JW,DFW,GRR,1,B,1104202N234JW
1,10,1/10/20,4202,N244NN,GRR,DFW,1,B,1104202N244NN
1,3,1/3/20,4203,N857AE,DFW,SJT,1,A,134203N857AE
1,10,1/10/20,4203,N804AE,DFW,SJT,1,B,1104203N804AE
1,3,1/3/20,4203,N857AE,SJT,DFW,1,A,134203N857AE
1,10,1/10/20,4203,N804AE,SJT,DFW,1,B,1104203N804AE
1,10,1/10/20,4204,N805AE,DFW,SPS,1,B,1104204N805AE
1,10,1/10/20,4204,N805AE,SPS,DFW,1,B,1104204N805AE
1,27,1/27/20,4205,N837AE,ABI,DFW,1,B,1274205N837AE
1,27,1/27/20,4205,N837AE,DFW,ABI,1,B,1274205N837AE
1,2,1/2/20,4206,N923AE,LRD,DFW,1,A,124206N923AE
1,11,1/11/20,4211,N684JW,CID,ORD,1,B,1114211N684JW
1,18,1/18/20,4211,N810AE,CID,ORD,1,B,1184211N810AE
1,11,1/11/20,4212,N258NN,BZN,ORD,1,C,1114212N258NN
1,11,1/11/20,4217,N613AE,ORD,FSD,1,B,1114217N613AE
